remark: lane_seg_hls/lane_seg_support.cpp:56:30: Loop 'VITIS_LOOP_56_6' is marked as complete unroll implied by the pipeline pragma
remark: lane_seg_hls/lane_seg_support.cpp:60:34: Loop 'VITIS_LOOP_60_7' is marked as complete unroll implied by the pipeline pragma
remark: lane_seg_hls/lane_seg_support.cpp:61:38: Loop 'VITIS_LOOP_61_8' is marked as complete unroll implied by the pipeline pragma
remark: lane_seg_hls/lane_seg_support.cpp:62:42: Loop 'VITIS_LOOP_62_9' is marked as complete unroll implied by the pipeline pragma
   0.1719 (  0.4%)   0.0000 (  0.0%)   0.1719 (  0.4%)   0.1882 (  0.4%)  Undecay arrays
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1881 (  0.4%)  Value Propagation
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1875 (  0.4%)  Value Propagation
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1866 (  0.4%)  Global Value Numbering
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1863 (  0.4%)  Value Propagation
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1857 (  0.4%)  Value Propagation
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1853 (  0.4%)  Value Propagation
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1841 (  0.4%)  Value Propagation
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1838 (  0.4%)  Value Propagation
   0.1719 (  0.4%)   0.0000 (  0.0%)   0.1719 (  0.4%)   0.1827 (  0.4%)  Value Propagation
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1819 (  0.4%)  Aggressive Dead Code Elimination
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1816 (  0.4%)  Value Propagation
   0.1875 (  0.4%)   0.0000 (  0.0%)   0.1875 (  0.4%)   0.1758 (  0.4%)  Lower intermediate type generated by HLSGen
   0.1563 (  0.4%)   0.0156 (  4.5%)   0.1719 (  0.4%)   0.1596 (  0.4%)  Value Propagation
   0.1563 (  0.4%)   0.0000 (  0.0%)   0.1563 (  0.4%)   0.1517 (  0.3%)  Value Propagation
   0.1406 (  0.3%)   0.0000 (  0.0%)   0.1406 (  0.3%)   0.1453 (  0.3%)  Global Variable Optimizer
   0.1250 (  0.3%)   0.0000 (  0.0%)   0.1250 (  0.3%)   0.1320 (  0.3%)  Global Value Numbering
   0.1094 (  0.2%)   0.0000 (  0.0%)   0.1094 (  0.2%)   0.1221 (  0.3%)  Merge accesses
   0.1250 (  0.3%)   0.0000 (  0.0%)   0.1250 (  0.3%)   0.1204 (  0.3%)  Value Propagation
   0.1094 (  0.2%)   0.0000 (  0.0%)   0.1094 (  0.2%)   0.1159 (  0.3%)  Global Value Numbering
   0.0938 (  0.2%)   0.0000 (  0.0%)   0.0938 (  0.2%)   0.1004 (  0.2%)  AlignMemory - Align memory accesses
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0963 (  0.2%)  Detach IR Wrapper
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0924 (  0.2%)  Synthesis checker
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0902 (  0.2%)  Combine redundant instructions
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0867 (  0.2%)  Global Value Numbering
   0.0938 (  0.2%)   0.0000 (  0.0%)   0.0938 (  0.2%)   0.0865 (  0.2%)  Global Value Numbering
   0.0938 (  0.2%)   0.0000 (  0.0%)   0.0938 (  0.2%)   0.0863 (  0.2%)  Global Value Numbering
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0858 (  0.2%)  Global Value Numbering
   0.0938 (  0.2%)   0.0000 (  0.0%)   0.0938 (  0.2%)   0.0857 (  0.2%)  Global Value Numbering
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0857 (  0.2%)  Global Value Numbering
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0844 (  0.2%)  Global Value Numbering
   0.0469 (  0.1%)   0.0156 (  4.5%)   0.0625 (  0.1%)   0.0800 (  0.2%)  Automatic array partition transformation
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0774 (  0.2%)  Value Propagation
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0770 (  0.2%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0719 (  0.2%)  Value Propagation
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0712 (  0.2%)  Value Propagation
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0706 (  0.2%)  Value Propagation
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0673 (  0.2%)  Analyze sequential accesses
   0.0781 (  0.2%)   0.0000 (  0.0%)   0.0781 (  0.2%)   0.0673 (  0.2%)  Combine redundant instructions
   0.0469 (  0.1%)   0.0156 (  4.5%)   0.0625 (  0.1%)   0.0646 (  0.1%)  Combine redundant instructions
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0638 (  0.1%)  Combine redundant instructions
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0634 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0624 (  0.1%)   automatic function inline driven by performance to break up circuit dependence
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0623 (  0.1%)   automatic function inline driven by performance to break up circuit dependence
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0621 (  0.1%)  Induction Variable Simplification
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0609 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0608 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0599 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0597 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0597 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0597 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0596 (  0.1%)  Global Value Numbering
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0594 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0594 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0593 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0593 (  0.1%)  Global Value Numbering
   0.0469 (  0.1%)   0.0156 (  4.5%)   0.0625 (  0.1%)   0.0593 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0592 (  0.1%)  Global Value Numbering
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0591 (  0.1%)  Bitcode for HLS
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0589 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0589 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0587 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0582 (  0.1%)  Global Value Numbering
   0.0625 (  0.1%)   0.0000 (  0.0%)   0.0625 (  0.1%)   0.0582 (  0.1%)  Global Value Numbering
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0582 (  0.1%)  Global Value Numbering
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0581 (  0.1%)  Global Value Numbering
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0552 (  0.1%)  Global Value Numbering
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0540 (  0.1%)  Global Value Numbering
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0513 (  0.1%)  Simplify the CFG
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0489 (  0.1%)  Synthesis checker
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0459 (  0.1%)  Infer nuw/nsw flags for instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0455 (  0.1%)  Value Propagation
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0451 (  0.1%)  Array out of bound check
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0432 (  0.1%)  Array out of bound check
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0423 (  0.1%)  Array out of bound check
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0418 (  0.1%)  Array out of bound check
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0412 (  0.1%)  Array out of bound check
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0410 (  0.1%)  Remove redundant instructions
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0370 (  0.1%)  Loop Invariant Code Motion
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0367 (  0.1%)  Reflow pragma unroll loops
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0362 (  0.1%)  Simplify loop CFG
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0362 (  0.1%)  Collect complexity metrics for FE reflow
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0360 (  0.1%)  Loop Invariant Code Motion
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0354 (  0.1%)  Simplify the CFG
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0351 (  0.1%)  Reflow pragma unroll loops
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0349 (  0.1%)  Loop Invariant Code Motion
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0347 (  0.1%)  Reflow pragma unroll loops
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0342 (  0.1%)  Inliner for always_inline functions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0336 (  0.1%)  Reflow pragma unroll loops
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0335 (  0.1%)  Reflow pragma unroll loops
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0334 (  0.1%)  Straight line strength reduction
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0332 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0331 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0328 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0328 (  0.1%)  Combine redundant instructions
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0328 (  0.1%)  AlignMemory - Align memory accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0327 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0327 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0326 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0324 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0323 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0322 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0321 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0320 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0319 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0319 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0319 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0319 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0319 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0317 (  0.1%)  Combine redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0315 (  0.1%)  Combine redundant instructions
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0307 (  0.1%)  Loop Invariant Code Motion
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0305 (  0.1%)  Produce message if basic block has too many instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0304 (  0.1%)  AlignMemory - Align memory accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0300 (  0.1%)  AlignMemory - Align memory accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0296 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0296 (  0.1%)  AlignMemory - Align memory accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0296 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0294 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0294 (  0.1%)  AlignMemory - Align memory accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0292 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0289 (  0.1%)  AlignMemory - Align memory accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0288 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0286 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0285 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0284 (  0.1%)  AlignMemory - Align memory accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0283 (  0.1%)  AlignMemory - Align memory accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0282 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0282 (  0.1%)  Remove redundant instructions
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0282 (  0.1%)  Remove redundant instructions
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0280 (  0.1%)  Aggressive Dead Code Elimination
   0.0469 (  0.1%)   0.0000 (  0.0%)   0.0469 (  0.1%)   0.0280 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0280 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0279 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0278 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0278 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0156 (  4.5%)   0.0469 (  0.1%)   0.0277 (  0.1%)  Auto automatic array partition analysis
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0277 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0277 (  0.1%)  Remove redundant instructions
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0277 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0277 (  0.1%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0276 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0276 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0276 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0276 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0275 (  0.1%)  Induction Variable Simplification
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0275 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0273 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0272 (  0.1%)  Remove redundant instructions
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0272 (  0.1%)  Remove redundant instructions
   0.0156 (  0.0%)   0.0156 (  4.5%)   0.0313 (  0.1%)   0.0269 (  0.1%)  Auto automatic array partition analysis
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0267 (  0.1%)  Lower HLS related attributes
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0260 (  0.1%)  Loop Load Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0256 (  0.1%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0253 (  0.1%)  Auto automatic array partition analysis
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0252 (  0.1%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0252 (  0.1%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0244 (  0.1%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0243 (  0.1%)  Induction Variable Simplification
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0233 (  0.1%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0232 (  0.1%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0231 (  0.1%)  Lower HLS related loops
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0231 (  0.1%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0231 (  0.1%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0230 (  0.1%)  Induction Variable Simplification
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0228 (  0.1%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0224 (  0.1%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0221 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0221 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0221 (  0.0%)  Induction Variable Simplification
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0220 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0219 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0219 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0218 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0217 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0216 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0214 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0213 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0212 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0212 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0212 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0210 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0210 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0210 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0210 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0210 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0209 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0209 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0207 (  0.0%)  Induction Variable Simplification
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0206 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0206 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0206 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0206 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0205 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0205 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0204 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0199 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0198 (  0.0%)  Aggressive Dead Code Elimination
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0194 (  0.0%)  Promote Memory to Register
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0193 (  0.0%)  Memory Summary
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0177 (  0.0%)  Merge accesses
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0177 (  0.0%)  Interprocedural Sparse Conditional Constant Propagation
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0176 (  0.0%)  Merge accesses
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0176 (  0.0%)  Natural Loop Information
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0175 (  0.0%)  Merge accesses
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0174 (  0.0%)  Merge accesses
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0173 (  0.0%)  LegacyShiftRegisterRecognize - Recognize shift registers and memory
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0170 (  0.0%)  Interprocedural Sparse Conditional Constant Propagation
   0.0313 (  0.1%)   0.0000 (  0.0%)   0.0313 (  0.1%)   0.0164 (  0.0%)  Simple constant propagation
   0.0156 (  0.0%)   0.0000 (  0.0%)   0.0156 (  0.0%)   0.0157 (  0.0%)  Simplify types in the LLVM IR, redundant type hierarchy
